352256856, 20.0
398061587, 21.0
112765202, 18.0
399497314, 19.0
813570001, 23.0
356719351, 21.0
555230880, 19.0
11233045, 16.0
781742424, 17.0
780697929, 19.0
738937800, 42.0
578776498, 16.0
53398783, 24.0
439033337, 23.0
371810813, 22.0
232479244, 19.0
189490322, 97.0
782166339, 20.0
633856536, 30.0
169338355, 22.0
810350505, 37.0
170827209, 24.0
279953221, 18.0
169864693, 16.0
790143219, 24.0
771357202, 24.0
771199515, 42.0
402393104, 20.0
787394819, 25.0
151205612, 25.0
476451735, 19.0
711546267, 21.0
138649520, 25.0
805494774, 41.0
600796217, 20.0
853925151, 20.0
102844891, 52.0
425060015, 63.0
298501686, 24.0
